0, R1,R2,R3,R4,R5,R6,R7,R8,R9,
337, 8,10,10,10,8,9,6,10,9,6,
338, 8,10,10,10,8,9,6,10,9,6,
339, 8,10,10,10,8,9,6,10,9,6,
340, 8,10,10,10,8,9,6,10,9,6,
341, 8,10,10,10,8,9,6,10,9,6,
342, 8,10,10,10,8,9,6,10,9,6,
343, 8,10,10,10,8,9,6,10,9,6,
344, 8,10,10,10,8,9,6,10,9,6,
345, 8,10,10,10,8,9,6,10,9,6,
346, 8,10,10,10,8,9,6,10,9,6,
347, 8,10,10,10,8,9,6,10,9,6,
348, 8,10,10,10,8,9,6,10,9,6,
349, 8,10,10,10,8,9,6,10,9,6,
350, 8,10,10,10,8,9,6,10,9,6,
351, 8,10,10,10,8,9,6,10,9,6,
352, 8,10,10,10,8,9,6,10,9,6,
353, 8,10,10,10,8,9,6,10,9,6,
354, 8,10,10,10,8,9,6,10,9,6,
355, 8,10,10,10,8,9,6,10,9,6,
356, 8,10,10,10,8,9,11,10,9,6,
357, 8,10,10,10,8,9,11,10,9,6,
358, 8,10,10,10,8,9,11,10,9,6,
359, 8,10,10,10,8,9,11,10,9,6,
360, 8,10,10,10,8,9,11,10,9,6,
361, 8,10,10,10,8,9,11,10,9,6,
362, 8,10,10,10,8,9,11,10,9,6,
363, 8,10,10,7,8,9,11,10,9,6,
364, 8,10,10,7,8,9,11,10,9,6,
365, 8,10,10,7,8,9,11,10,9,6,
366, 8,10,10,7,8,9,11,10,9,6,
367, 8,10,10,7,8,9,11,10,9,6,
368, 8,10,10,7,8,9,11,10,9,6,
369, 8,10,10,7,8,9,11,10,9,6,
370, 8,10,10,7,8,9,11,10,9,6,
371, 8,10,10,7,8,9,11,10,9,6,
372, 8,10,10,7,8,9,11,10,9,6,
373, 8,10,10,7,8,9,11,10,9,6,
374, 8,10,10,7,8,9,11,10,9,6,
375, 8,10,10,7,8,9,11,10,9,6,
376, 8,10,10,7,8,9,11,10,9,6,
377, 8,10,10,7,8,9,11,10,9,6,
378, 8,10,10,7,8,9,11,10,9,6,
379, 8,10,10,7,8,9,11,10,9,6,
380, 8,10,10,7,8,9,11,10,9,6,
381, 8,10,10,7,8,9,11,10,9,6,
382, 8,10,10,7,8,9,11,10,9,6,
383, 8,10,10,7,8,9,11,10,9,6,
384, 8,10,10,7,8,9,11,10,9,6,
385, 10,10,10,7,8,9,11,10,9,6,
386, 10,10,10,7,8,9,11,10,9,6,
387, 10,10,10,7,8,9,11,10,9,6,
388, 10,10,10,7,8,9,11,10,9,6,
389, 10,10,10,7,8,9,11,10,9,6,
390, 10,10,10,7,8,9,11,10,9,6,
391, 10,10,10,7,8,9,11,10,9,6,
392, 10,10,10,7,8,9,11,10,9,6,
393, 10,10,10,7,8,9,11,10,9,6,
394, 10,10,10,7,8,9,11,10,9,6,
395, 10,10,10,7,8,9,11,10,9,6,
396, 10,10,10,7,8,9,11,11,9,6,
397, 10,10,10,7,8,9,11,11,9,6,
398, 10,10,10,7,8,9,11,11,9,6,
399, 10,10,10,7,8,9,11,11,9,6,
400, 10,10,10,7,8,9,11,11,9,6,
401, 10,10,10,7,8,9,11,11,9,6,
402, 10,10,10,7,8,9,11,11,9,6,
403, 10,10,10,7,8,9,11,11,9,6,
404, 10,10,10,7,8,9,11,11,9,6,
405, 10,10,10,7,8,9,11,11,9,6,
406, 10,10,10,7,8,9,11,11,9,6,
407, 10,11,10,7,8,9,11,11,9,6,
408, 10,11,10,7,8,9,11,11,9,6,
409, 10,11,10,7,8,9,11,11,9,6,
410, 10,11,10,7,8,9,11,11,9,6,
411, 10,11,10,7,8,9,11,11,9,6,
412, 10,11,10,7,8,9,11,11,9,6,
413, 10,11,10,7,8,9,11,11,9,6,
414, 10,11,10,7,8,9,11,11,9,6,
415, 10,11,10,7,8,9,11,11,9,6,
416, 10,11,10,7,8,9,11,11,9,6,
417, 10,11,10,7,8,9,11,11,9,6,
418, 10,11,10,7,11,9,11,11,9,6,
419, 10,11,10,7,11,9,11,11,9,6,
420, 10,11,10,7,11,9,11,11,9,6,
421, 10,11,10,7,11,9,11,11,9,6,
422, 10,11,10,7,11,9,11,11,9,6,
423, 10,11,10,7,11,9,11,11,9,6,
424, 10,11,10,7,11,9,11,11,9,6,
425, 10,11,10,7,11,9,11,11,9,6,
426, 10,11,10,7,11,9,11,11,9,6,
427, 10,11,10,7,11,9,11,11,9,6,
428, 10,11,10,7,11,9,11,11,9,6,
429, 10,11,10,7,11,9,11,11,9,6,
430, 10,11,10,7,11,9,11,11,9,6,
431, 10,11,10,7,11,9,11,11,9,6,
432, 10,11,10,7,11,9,11,11,9,6,
433, 10,11,10,7,11,9,11,11,9,6,
434, 10,11,10,7,11,9,11,11,9,6,
435, 10,11,10,7,11,9,11,11,9,6,
436, 10,11,10,7,11,9,11,11,9,6,
437, 10,11,10,7,11,9,11,11,9,6,
438, 10,11,10,7,11,9,11,11,9,6,
439, 10,11,10,7,11,9,11,11,9,6,
440, 10,11,10,7,11,11,11,11,9,6,
441, 10,11,10,7,11,11,11,11,9,6,
442, 10,11,10,7,11,11,11,11,9,6,
443, 10,11,10,7,11,11,11,11,9,6,
444, 10,11,10,7,11,11,11,11,9,6,
445, 10,11,10,7,11,11,11,11,9,6,
446, 10,11,10,7,11,11,11,11,9,6,
447, 10,11,10,7,11,11,11,11,9,6,
448, 10,11,10,7,11,11,11,11,9,6,
449, 10,11,11,7,11,11,11,11,9,11,
450, 10,11,11,7,11,11,11,11,9,11,
451, 10,11,11,7,11,11,9,11,9,11,
452, 9,11,11,7,11,11,9,11,9,11,
453, 9,11,11,7,11,11,9,11,9,11,
454, 9,11,11,7,11,11,9,11,9,11,
455, 9,11,11,7,11,11,9,11,9,11,
456, 9,11,11,7,11,11,9,11,9,11,
457, 9,11,11,7,11,11,9,11,9,11,
458, 9,11,11,7,11,11,9,11,9,11,
459, 9,11,11,7,11,11,9,7,9,11,
460, 9,11,11,7,11,11,9,7,9,11,
461, 9,11,11,7,11,11,9,7,9,11,
462, 9,11,11,7,11,11,9,7,9,11,
463, 9,11,11,7,11,11,9,7,9,11,
464, 9,11,11,7,11,11,9,7,9,11,
465, 9,11,11,7,11,11,9,7,9,11,
466, 9,11,11,7,11,11,9,7,9,11,
467, 9,11,11,10,11,11,9,7,9,11,
468, 9,11,11,10,11,11,9,7,9,11,
469, 9,11,11,10,11,11,9,7,9,11,
470, 9,11,11,10,11,11,9,7,9,11,
471, 9,11,11,10,11,11,9,7,11,11,
472, 9,11,11,10,11,11,9,7,11,11,
473, 9,11,11,10,11,11,9,7,11,11,
474, 9,11,11,10,11,11,9,7,11,11,
475, 9,11,11,10,11,11,9,7,11,11,
476, 9,11,11,10,11,11,9,7,11,11,
477, 9,11,11,10,11,11,9,7,11,11,
478, 9,11,11,10,9,11,9,7,11,11,
479, 9,11,11,10,9,11,9,7,11,11,
480, 9,11,11,10,9,11,9,7,11,11,
481, 9,11,11,10,9,11,9,7,11,11,
482, 9,11,11,10,9,11,9,7,11,11,
483, 9,11,11,10,9,11,9,7,11,11,
484, 9,11,11,10,9,11,9,7,11,11,
485, 9,11,11,10,9,11,9,7,11,11,
486, 9,11,11,10,9,11,9,7,11,11,
487, 9,11,11,10,9,11,9,7,11,11,
488, 9,11,11,10,9,11,9,7,11,11,
489, 9,11,11,10,9,11,9,7,11,11,
490, 9,11,11,10,9,11,9,7,11,11,
491, 9,11,11,10,9,11,9,7,11,11,
492, 9,11,11,10,9,11,9,7,11,11,
493, 9,11,11,10,9,11,9,7,11,11,
494, 9,11,11,10,9,11,9,7,11,11,
495, 9,11,11,10,9,11,9,7,11,11,
496, 9,11,11,10,9,11,9,7,11,11,
497, 9,11,11,10,9,11,9,7,11,11,
498, 9,11,11,10,9,11,9,7,11,11,
499, 9,11,11,10,9,11,9,7,11,11,
500, 9,11,11,10,9,11,9,7,11,11,
501, 9,6,11,10,9,11,9,7,11,11,
502, 9,6,11,10,9,11,9,7,11,11,
503, 9,6,11,10,9,11,9,7,11,11,
504, 9,6,11,10,9,11,9,7,11,11,
505, 9,6,11,10,9,11,9,7,11,11,
506, 9,6,11,10,9,11,9,7,11,11,
507, 9,6,11,10,9,11,9,7,11,11,
508, 9,6,11,10,9,11,9,7,11,11,
509, 9,6,11,10,9,11,9,7,11,11,
510, 9,6,11,10,9,11,9,7,11,11,
511, 9,6,11,10,9,11,9,7,11,11,
512, 9,6,11,10,9,11,9,7,11,8,
513, 9,6,11,10,9,11,9,7,11,8,
514, 9,6,11,10,9,11,9,7,11,8,
515, 9,6,11,10,9,11,9,7,11,8,
516, 9,6,11,10,9,11,9,7,11,8,
517, 9,6,11,10,9,11,9,7,11,8,
518, 9,6,11,10,9,11,9,7,11,8,
519, 9,6,11,10,9,11,9,7,11,8,
520, 9,6,11,10,9,11,9,7,11,8,
521, 9,6,11,10,9,11,9,7,11,8,
522, 9,6,11,10,9,11,9,7,11,8,
523, 9,6,11,10,9,11,9,7,11,8,
524, 9,6,11,10,9,11,9,7,11,8,
525, 9,6,11,10,9,11,9,7,11,8,
526, 9,6,11,10,9,11,9,7,11,8,
527, 9,6,11,10,9,11,9,7,11,8,
528, 9,6,11,10,9,11,9,7,11,8,
529, 9,6,11,10,9,11,9,7,11,8,
530, 9,6,11,10,9,11,9,7,11,8,
531, 9,6,11,10,9,11,9,7,11,8,
532, 9,6,11,10,9,11,9,7,11,8,
533, 9,6,11,10,9,11,9,7,11,8,
534, 9,6,11,10,9,11,9,7,11,8,
535, 9,6,11,10,9,7,9,7,11,8,
536, 9,6,11,10,9,7,9,7,11,8,
537, 9,6,11,10,9,7,9,7,11,8,
538, 9,6,11,10,9,7,9,7,11,8,
539, 9,6,11,10,9,7,9,7,11,8,
540, 9,6,11,10,9,7,9,7,11,8,
541, 9,6,11,10,9,7,9,7,11,8,
542, 9,6,11,10,9,7,9,7,11,8,
543, 9,6,11,10,9,7,9,7,11,8,
544, 9,11,10,10,9,7,9,10,11,8,
545, 9,11,10,10,9,7,9,10,11,8,
546, 9,11,10,10,9,7,9,10,11,8,
547, 9,11,10,10,9,7,9,10,11,8,
548, 9,11,10,10,9,7,9,10,11,8,
549, 9,11,10,10,9,7,9,10,11,8,
550, 9,11,10,10,9,7,9,10,11,8,
551, 9,11,10,10,9,7,9,10,11,8,
552, 9,11,10,10,9,7,9,10,11,8,
553, 9,11,10,10,9,7,9,10,11,8,
554, 9,11,10,10,9,7,9,10,11,8,
555, 9,11,10,10,9,7,9,10,11,8,
556, 9,11,10,10,9,7,9,10,11,8,
557, 9,11,10,10,9,7,9,10,11,8,
558, 9,11,10,10,9,7,9,10,11,8,
559, 9,11,10,10,9,7,9,10,11,8,
560, 9,11,10,10,9,7,9,10,11,8,
561, 9,11,10,10,9,7,9,10,11,8,
562, 9,11,10,8,9,7,9,10,11,8,
563, 9,11,10,8,9,7,9,10,11,8,
564, 9,11,10,8,9,7,9,10,11,8,
565, 9,11,10,8,9,7,9,10,11,8,
566, 9,11,10,8,9,7,9,10,11,8,
567, 9,11,10,8,9,7,9,10,11,8,
568, 9,11,10,8,9,7,9,10,11,8,
569, 9,11,10,8,9,7,9,10,11,8,
570, 9,11,10,8,9,7,9,10,11,8,
571, 9,11,10,8,9,7,9,10,11,8,
572, 9,11,10,8,9,7,9,10,11,8,
573, 9,11,10,8,9,7,9,10,11,8,
574, 9,11,10,8,9,7,9,10,11,8,
575, 11,11,10,8,9,7,9,10,11,8,
576, 11,11,10,8,9,7,9,10,11,8,
577, 11,11,10,8,9,7,9,10,11,8,
